SR no,feedback_id,feedback_text,overall_sentiment,entity,entity_type,entity_sentiment
164,996,"I met Dr. Riya Patel, at Greenfield Medical Center, nursing staff followed standard checks, parking signs were unclear, it met basic expectations without much impression",neutral,nursing staff,nurse,neutral
165,996,"I met Dr. Riya Patel, at Greenfield Medical Center, nursing staff followed standard checks, parking signs were unclear, it met basic expectations without much impression",neutral,parking,parking,negative
166,615,"I met Dr. Alan Moore, at Northlake Surgery Hospital, the nurse explained the medication schedule, parking signs were unclear, the experience felt disorganized and poorly explained",negative,Dr. Alan Moore,doctor,negative
167,615,"I met Dr. Alan Moore, at Northlake Surgery Hospital, the nurse explained the medication schedule, parking signs were unclear, the experience felt disorganized and poorly explained",negative,Northlake Surgery Hospital,facility,negative
168,615,"I met Dr. Alan Moore, at Northlake Surgery Hospital, the nurse explained the medication schedule, parking signs were unclear, the experience felt disorganized and poorly explained",negative,nursing staff,nurse,negative
169,615,"I met Dr. Alan Moore, at Northlake Surgery Hospital, the nurse explained the medication schedule, parking signs were unclear, the experience felt disorganized and poorly explained",negative,parking,parking,negative
170,105,"I met Dr. Riya Patel, at Westbridge Medical Campus, the care made me feel comfortable despite small issues maybe I expected more",neutral,Dr. Riya Patel,doctor,neutral
171,105,"I met Dr. Riya Patel, at Westbridge Medical Campus, the care made me feel comfortable despite small issues maybe I expected more",neutral,Westbridge Medical Campus,facility,neutral
172,328,"I met Dr. Marcus Lee, for cardiac ablation sugery, the appointment process was smooth, everything important was handled professionally hard to judge overall",neutral,Dr. Marcus Lee,doctor,neutral
173,328,"I met Dr. Marcus Lee, for cardiac ablation sugery, the appointment process was smooth, everything important was handled professionally hard to judge overall",neutral,cardiac ablation,surgery,neutral
174,328,"I met Dr. Marcus Lee, for cardiac ablation sugery, the appointment process was smooth, everything important was handled professionally hard to judge overall",neutral,appointment,appointment,positive
175,744,"I met Dr. Riya Patel, my appointment was rescheduled twice, one nurse was helpful while another seemed annoyed, it met basic expectations without much impression felt inconsistent honestly",neutral,Dr. Riya Patel,doctor,neutral
176,744,"I met Dr. Riya Patel, my appointment was rescheduled twice, one nurse was helpful while another seemed annoyed, it met basic expectations without much impression felt inconsistent honestly",neutral,nurse (individual),nurse,positive
177,744,"I met Dr. Riya Patel, my appointment was rescheduled twice, one nurse was helpful while another seemed annoyed, it met basic expectations without much impression felt inconsistent honestly",neutral,appointment,appointment,negative
178,79,"I met Dr. Steven Holt, the appointment started late, the care made me feel comfortable despite small issues not sure why this happened",neutral,Dr. Steven Holt,doctor,neutral
179,79,"I met Dr. Steven Holt, the appointment started late, the care made me feel comfortable despite small issues not sure why this happened",neutral,appointment,appointment,negative
180,743,"I met Dr. Marcus Lee, at Oakwood Surgical Institute, for laparoscopic gallbladder removal, my appointment was rescheduled twice, the experience was acceptable but unremarkable",neutral,Dr. Marcus Lee,doctor,neutral
181,743,"I met Dr. Marcus Lee, at Oakwood Surgical Institute, for laparoscopic gallbladder removal, my appointment was rescheduled twice, the experience was acceptable but unremarkable",neutral,Oakwood Surgical Institute,facility,neutral
182,743,"I met Dr. Marcus Lee, at Oakwood Surgical Institute, for laparoscopic gallbladder removal, my appointment was rescheduled twice, the experience was acceptable but unremarkable",neutral,laparoscopic gallbladder removal,surgery,neutral
183,743,"I met Dr. Marcus Lee, at Oakwood Surgical Institute, for laparoscopic gallbladder removal, my appointment was rescheduled twice, the experience was acceptable but unremarkable",neutral,appointment,appointment,negative
184,87,"I met Dr. Steven Holt, for minor outpatient biopsy, the appointment process was smooth, everything important was handled professionally",positive,Dr. Steven Holt,doctor,positive
185,87,"I met Dr. Steven Holt, for minor outpatient biopsy, the appointment process was smooth, everything important was handled professionally",positive,minor outpatient biopsy,surgery,positive
186,87,"I met Dr. Steven Holt, for minor outpatient biopsy, the appointment process was smooth, everything important was handled professionally",positive,appointment,appointment,positive
187,667,"I met Dr. Steven Holt, for cardiac ablation sugery, it met basic expectations without much impression",neutral,Dr. Steven Holt,doctor,neutral
188,667,"I met Dr. Steven Holt, for cardiac ablation sugery, it met basic expectations without much impression",neutral,cardiac ablation,surgery,neutral
189,64,"I met Dr. Marcus Lee, at Northlake Surgery Hospital, my appointment was rescheduled twice, overall the experience felt well managed and clear could just be bad luck",neutral,Dr. Marcus Lee,doctor,neutral
190,64,"I met Dr. Marcus Lee, at Northlake Surgery Hospital, my appointment was rescheduled twice, overall the experience felt well managed and clear could just be bad luck",neutral,Northlake Surgery Hospital,facility,neutral
191,64,"I met Dr. Marcus Lee, at Northlake Surgery Hospital, my appointment was rescheduled twice, overall the experience felt well managed and clear could just be bad luck",neutral,appointment,appointment,negative
192,175,"at Northlake Surgery Hospital, for laparoscopic gallbladder removal, check in for the appointment was confusing, overall the experience felt well managed and clear",neutral,Northlake Surgery Hospital,facility,neutral
193,175,"at Northlake Surgery Hospital, for laparoscopic gallbladder removal, check in for the appointment was confusing, overall the experience felt well managed and clear",neutral,laparoscopic gallbladder removal,surgery,neutral
194,175,"at Northlake Surgery Hospital, for laparoscopic gallbladder removal, check in for the appointment was confusing, overall the experience felt well managed and clear",neutral,appointment,appointment,negative
195,389,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, for cardiac ablation surgery, nurses changed shifts without notice, parking signs were unclear, several things went wrong without explanation",negative,Dr. Hannah Brooks,doctor,negative
196,389,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, for cardiac ablation surgery, nurses changed shifts without notice, parking signs were unclear, several things went wrong without explanation",negative,Northlake Surgery Hospital,facility,negative
197,389,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, for cardiac ablation surgery, nurses changed shifts without notice, parking signs were unclear, several things went wrong without explanation",negative,cardiac ablation,surgery,negative
198,389,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, for cardiac ablation surgery, nurses changed shifts without notice, parking signs were unclear, several things went wrong without explanation",negative,cardiac ablation surgery,surgery,negative
199,389,"I met Dr. Hannah Brooks, at Northlake Surgery Hospital, for cardiac ablation surgery, nurses changed shifts without notice, parking signs were unclear, several things went wrong without explanation",negative,nursing staff,nurse,negative
